"name","layout","mana_cost","cmc","colors","color_identity","names","type","supertypes","subtypes","types","rarity","text","flavor","artist","number","power","toughness","loyalty","multiverse_id","variations","watermark","border","timeshifted","hand","life","release_date","starter","printings","original_text","original_type","source","image_url","set","set_name","id","legalities","rulings","foreign_names"
"Watchful Giant","normal","{5}{W}","6.0","['White']","['W']","","Creature — Giant Soldier","[]","['Giant', 'Soldier']","['Creature']","Common","When Watchful Giant enters the battlefield, create a 1/1 white Human creature token.","Loitering is not only illegal but unwise, since those who stay too long in one place are apt to be stepped on.","Grzegorz Rutkowski","30","3","6","","457174","","","","","","","","","['RNA']","When Watchful Giant enters the battlefield, create a 1/1 white Human creature token.","Creature — Giant Soldier","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457174&type=card","RNA","Ravnica Allegiance","f41e85a0-de91-5cbe-b852-0c852ced7212","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Arrester's Admonition","normal","{2}{U}","3.0","['Blue']","['U']","","Instant","[]","[]","['Instant']","Common","Return target creature to its owner's hand.
Addendum — If you cast this spell during your main phase, draw a card.","Law is the voice of reason.","Lucas Graciano","31","","","","457175","","azorius","","","","","","","['RNA']","Return target creature to its owner's hand.
Addendum — If you cast this spell during your main phase, draw a card.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457175&type=card","RNA","Ravnica Allegiance","b7dbe10d-3d97-534b-b233-70ffcc4b65d7","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If the target creature is an illegal target by the time Arrester’s Admonition tries to resolve, the spell doesn’t resolve. You don’t draw a card if you cast it during your main phase.'}, {'date': '2019-01-25', 'text': 'Addendum abilities of instant spells apply while the spell is resolving, not immediately after casting it. If the spell is countered, you don’t get the addendum bonus. For example, if you cast Sphinx’s Insight during your main phase, you gain 2 life during its resolution, after you draw two cards.'}, {'date': '2019-01-25', 'text': 'If a spell with an addendum ability is copied, the copy won’t give you the addendum bonus. This is because the copy wasn’t cast at all.'}]","[]"
"Benthic Biomancer","normal","{U}","1.0","['Blue']","['U']","","Creature — Merfolk Wizard Mutant","[]","['Merfolk', 'Wizard', 'Mutant']","['Creature']","Rare","{1}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Benthic Biomancer, draw a card, then discard a card.","""I am my life's work.""","Daarken","32","1","1","","457176","","simic","","","","","","","['RNA']","{1}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Benthic Biomancer, draw a card, then discard a card.","Creature — Merfolk Wizard Mutant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457176&type=card","RNA","Ravnica Allegiance","743c6f39-0001-5a20-8305-ce9d6708ec6b","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'An ability that triggers when counters are put on a permanent will trigger if that permanent somehow enters the battlefield with those counters.'}, {'date': '2019-01-25', 'text': 'You draw a card and discard a card all while Benthic Biomancer’s triggered ability is resolving. Nothing can happen between the two, and no player may choose to take actions.'}, {'date': '2019-01-25', 'text': 'You can always activate an ability that will cause a creature to adapt. As that ability resolves, if the creature has a +1/+1 counter on it for any reason, you simply won’t put any +1/+1 counters on it.'}, {'date': '2019-01-25', 'text': 'If a creature somehow loses all of its +1/+1 counters, it can adapt again and get more +1/+1 counters.'}]","[]"
"Chillbringer","normal","{4}{U}","5.0","['Blue']","['U']","","Creature — Elemental","[]","['Elemental']","['Creature']","Common","Flying
When Chillbringer enters the battlefield, tap target creature an opponent controls. It doesn't untap during its controller's next untap step.","If you can see your breath, it's too late to run.","Eytan Zana","33","3","3","","457177","","","","","","","","","['RNA']","Flying
When Chillbringer enters the battlefield, tap target creature an opponent controls. It doesn't untap during its controller's next untap step.","Creature — Elemental","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457177&type=card","RNA","Ravnica Allegiance","f989ec72-583e-5d23-ae5b-5c5812dac8f9","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Chillbringer’s ability can target a creature that’s already tapped. That creature won’t untap during its controller’s next untap step.'}]","[]"
"Clear the Mind","normal","{2}{U}","3.0","['Blue']","['U']","","Sorcery","[]","[]","['Sorcery']","Common","Target player shuffles their graveyard into their library.
Draw a card.","""The best way to keep a secret is to forget it.""
—Lazav","David Palumbo","34","","","","457178","","","","","","","","","['RNA']","Target player shuffles their graveyard into their library.
Draw a card.","Sorcery","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457178&type=card","RNA","Ravnica Allegiance","b20a3416-cbc1-5ff2-bddd-72a8aad70439","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Clear the Mind can target a player with no cards in their graveyard. That player shuffles their library and then you draw a card.'}, {'date': '2019-01-25', 'text': 'If you choose yourself as the target for Clear the Mind, Clear the Mind will end up as the only card in your graveyard after it’s done resolving.'}]","[]"
"Code of Constraint","normal","{2}{U}","3.0","['Blue']","['U']","","Instant","[]","[]","['Instant']","Uncommon","Target creature gets -4/-0 until end of turn.
Draw a card.
Addendum — If you cast this spell during your main phase, tap that creature and it doesn't untap during its controller's next untap step.","","Ekaterina Burmak","35","","","","457179","","azorius","","","","","","","['RNA']","Target creature gets -4/-0 until end of turn.
Draw a card.
Addendum — If you cast this spell during your main phase, tap that creature and it doesn't untap during its controller's next untap step.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457179&type=card","RNA","Ravnica Allegiance","1c68d9e5-30f5-50a2-9159-abe1ed5a9274","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If the target creature is an illegal target by the time Code of Constraint tries to resolve, the spell doesn’t resolve. You don’t draw a card.'}, {'date': '2019-01-25', 'text': 'Code of Constraint can target a creature that’s already tapped. If you cast it during your main phase, that creature won’t untap during its controller’s next untap step.'}, {'date': '2019-01-25', 'text': 'Addendum abilities of instant spells apply while the spell is resolving, not immediately after casting it. If the spell is countered, you don’t get the addendum bonus. For example, if you cast Sphinx’s Insight during your main phase, you gain 2 life during its resolution, after you draw two cards.'}, {'date': '2019-01-25', 'text': 'If a spell with an addendum ability is copied, the copy won’t give you the addendum bonus. This is because the copy wasn’t cast at all.'}]","[]"
"Coral Commando","normal","{2}{U}","3.0","['Blue']","['U']","","Creature — Merfolk Warrior","[]","['Merfolk', 'Warrior']","['Creature']","Common","","Few Ravnicans are aware of the vast reefs in their world's hidden ocean. Far beneath the great sinkholes, where the light is blue and dim, merfolk tend the coral labyrinths that feed the benthic ecosystem.","Alex Konstad","36","3","2","","457180","","","","","","","","","['RNA']","","Creature — Merfolk Warrior","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457180&type=card","RNA","Ravnica Allegiance","1bcc390e-40ce-5ec3-a8f7-26bab7e9e43b","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Essence Capture","normal","{U}{U}","2.0","['Blue']","['U']","","Instant","[]","[]","['Instant']","Uncommon","Counter target creature spell. Put a +1/+1 counter on up to one target creature you control.","""It's not enough to defeat our foes. W must learn from them, too.""
—Vannifar","Mathias Kollros","37","","","","457181","","","","","","","","","['RNA']","Counter target creature spell. Put a +1/+1 counter on up to one target creature you control.","Instant","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457181&type=card","RNA","Ravnica Allegiance","fbec3ae8-3bb3-5efd-93ac-e9783d495127","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'You can’t cast Essence Capture without a target creature spell. If either target is illegal when Essence Capture tries to resolve, the other is still affected as appropriate.'}, {'date': '2019-01-25', 'text': 'A creature spell that can’t be countered is a legal target for Essence Capture. The spell won’t be countered when Essence Capture resolves, but you’ll still put a +1/+1 counter on the target creature.'}]","[]"
"Eyes Everywhere","normal","{2}{U}","3.0","['Blue']","['U']","","Enchantment","[]","[]","['Enchantment']","Uncommon","At the beginning of your upkeep, scry 1.
{5}{U}: Exchange control of Eyes Everywhere and target nonland permanent. Activate this ability only any time you could cast a sorcery.","""They've got eyes inside my head!""","Nils Hamm","38","","","","457182","","","","","","","","","['RNA']","At the beginning of your upkeep, scry 1.
{5}{U}: Exchange control of Eyes Everywhere and target nonland permanent. Activate this ability only any time you could cast a sorcery.","Enchantment","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457182&type=card","RNA","Ravnica Allegiance","ee8be876-f188-572c-bb55-364798e0f185","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'The effect of Eyes Everywhere’s last ability lasts indefinitely. It doesn’t wear off during the cleanup step, and it doesn’t expire if Eyes Everywhere leaves the battlefield.'}, {'date': '2019-01-25', 'text': 'As Eyes Everywhere’s last ability resolves, Eyes Everywhere must be on the battlefield and the target nonland permanent must be a legal target. If either of these things isn’t true, the ability does nothing.'}, {'date': '2019-01-25', 'text': 'In a multiplayer game, if a player leaves the game, all cards that player owns leave as well. If you leave the game, the effect giving you control of the target nonland permanent ends.'}]","[]"
"Faerie Duelist","normal","{1}{U}","2.0","['Blue']","['U']","","Creature — Faerie Rogue","[]","['Faerie', 'Rogue']","['Creature']","Common","Flash
Flying
When Faerie Duelist enters the battlefield, target creature an opponent controls gets -2/-0 until end of turn.","Faeries are easily offended and quick to exact a quirky revenge.","Yongjae Choi","39","1","2","","457183","","","","","","","","","['RNA']","Flash
Flying
When Faerie Duelist enters the battlefield, target creature an opponent controls gets -2/-0 until end of turn.","Creature — Faerie Rogue","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457183&type=card","RNA","Ravnica Allegiance","7cb730b6-438c-5560-9393-7123690bc15d","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Gateway Sneak","normal","{2}{U}","3.0","['Blue']","['U']","","Creature — Vedalken Rogue","[]","['Vedalken', 'Rogue']","['Creature']","Uncommon","Whenever a Gate enters the battlefield under your control, Gateway Sneak can't be blocked this turn.
Whenever Gateway Sneak deals combat damage to a player, draw a card.","""I've been through every guild gate in this city, and no one sees me come or go.""","Matt Stewart","40","1","3","","457184","","","","","","","","","['RNA']","Whenever a Gate enters the battlefield under your control, Gateway Sneak can't be blocked this turn.
Whenever Gateway Sneak deals combat damage to a player, draw a card.","Creature — Vedalken Rogue","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457184&type=card","RNA","Ravnica Allegiance","6b15799e-1041-58f0-9f8c-23e33c259334","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
